Mean,Variance,Std Dev,Skewness,Kurtosis,Peak-to-Peak Amplitude,RMS
-0.02763784548151544,112.95605276520908,10.628078507670569,-0.9964169797780993,48.16868940607018,785.69,10.628114443103815
