precision,recall,f1-score,support,accuracy
0.42857142857142855,0.75,0.5454545454545454,4.0,0.375
0.0,0.0,0.0,4.0,0.375
0.375,0.375,0.375,0.375,0.375
0.21428571428571427,0.375,0.2727272727272727,8.0,0.375
0.21428571428571427,0.375,0.2727272727272727,8.0,0.375
