Mean,Variance,Std Dev,Skewness,Kurtosis,Peak-to-Peak Amplitude,RMS
-0.02763784548151542,112.95348936006434,10.350006085720166,-0.29044399347293903,7.622494432085343,170.61233333333334,10.350143144067857
