precision,recall,f1-score,support,accuracy
0.6,0.75,0.6666666666666666,4.0,0.625
0.6666666666666666,0.5,0.5714285714285714,4.0,0.625
0.625,0.625,0.625,0.625,0.625
0.6333333333333333,0.625,0.6190476190476191,8.0,0.625
0.6333333333333333,0.625,0.6190476190476191,8.0,0.625
